District,year,Season,EVI_mean,NDVI_mean,SoilMoisture00_10cm_mean,SoilMoisture100_200cm_mean,SoilMoisture10_40cm_mean,SoilMoisture40_100cm_mean,SoilTemperature00_10cm_mean,SoilTemperature100_200cm_mean,SoilTemperature10_40cm_mean,SoilTemperature40_100cm_mean,air_temperature_mean,evapotranspiration_mean,precipitation_per_hour_v1_mean,precipitation_per_hour_v2_mean,rainfall_mean,surface_temperature_daytime_mean,surface_temperature_nighttime_mean,wind_speed_mean,SPEI_3month_lag1,drought_reported,drought_news_article,drought_desinventar
ABIM,2000,11_12,0.6354955733815895,0.23255386650610613,0.8763120883916554,0.19967780519390074,0.7368119836159902,0.6057633066412056,-0.6193691715488192,-0.4178387924654248,-0.6029744295857069,-0.552902143466037,-0.43593480570534016,1.2086542716961663,1.6010279261573779,-0.4694603364580204,1.3362039240206998,-0.1517636755885262,-1.3433232978037883,-0.41214765079260296,0.946693127270765,0,0,0
ABIM,2001,11_12,-0.0877613865832995,-0.10948827347465086,0.4938214443411874,0.1834951298162193,0.5329630301042431,0.5451704305605864,-0.34233314192139874,-0.6248061863096603,-0.42352067396106674,-0.5176566738440274,-0.3045528909897019,0.24402726120857357,0.9292942517802747,-0.2545805405079656,0.8238526604230627,-0.33480806931257473,-0.1323867021081596,-1.0046117522740519,1.01467055461322,0,0,0
ABIM,2002,11_12,-1.3766304986933031,-1.6453595757569401,-1.5123782475548775,-1.4871774005461285,-1.6113152703280682,-1.905963291444984,1.3637556290923998,1.9526729876800781,1.6249607771167032,1.8117230260647943,1.027743111767315,-1.492903565683262,0.5848033559718372,-1.405233033059618,-0.48223300153229387,2.041319701615066,0.7806471439832783,0.7522525796923728,0.7148170393939541,0,0,0
ABIM,2003,11_12,0.2718563329926058,0.27757261273088346,-0.6530287882683108,-0.33864870873061864,-0.4243250920913635,-0.10376828734685505,0.49637138767175215,-0.2335716546637057,0.3137362416481429,0.05355626607125909,0.6926817719247969,-0.47329370427396095,-1.6045764259222985,-1.66142054747649,-1.3355849439919423,0.16118957189862163,0.8488539502029897,1.3210923577404963,-1.5177693716204301,0,0,0
ABIM,2004,11_12,-0.9471080058144774,-1.4544116936614897,-1.207277232680585,-0.9749459551935679,-0.7056449847346009,-0.739777913518608,0.922325078316223,0.8508956162408192,0.8703352373538994,0.8223680955111815,0.7914321516513461,-0.9496159911302481,-1.0211155890499743,-1.5508465823201445,-0.41521570563562243,0.9495079754178849,-0.04224044982612064,0.9297115928630556,0.3867940644110871,0,0,0
ABIM,2005,11_12,-0.6906638444529911,-0.1926987658585566,-1.490477911848198,-1.1978819123411546,-1.0128187301236398,-0.9167479829972762,1.250803578890414,0.9555406292974071,1.1523651758387745,1.0734796846893846,1.0804159961515551,-1.6442970187802421,-0.8090184184905256,-1.4219867700862419,-1.4075113143812172,0.05174902366102879,-0.18909871500479872,0.5526968563801107,-0.47978551614292897,0,0,0
ABIM,2006,11_12,-0.22314263874076878,-0.23008529732656313,-0.6955375641942418,-0.8527993495955408,-0.2790523933222075,-0.31893733395661633,0.7699483294287721,0.6348428058093442,0.7928462671465591,0.7638485931875163,0.8545352471037458,0.09481116114213647,-0.4668437337596713,0.6207506348365754,2.04514020600645,-0.1795292961799203,0.5952312129561312,1.6086857636266154,2.03068516607176,0,0,0
ABIM,2007,11_12,0.38131733098027576,0.60895523138491,0.8298092249659867,1.9667464461416793,1.5507719754848028,1.5052986270951494,-1.041986670055426,-1.3467905895001557,-1.197238070423989,-1.3062330253734196,-1.0811612375595812,0.5196232022086316,0.3052631868633195,0.7924668453243863,0.0694880970971699,-0.627647489751081,-2.022107650395343,1.1758587103033504,-0.187369208393811,0,0,0
ABIM,2008,11_12,0.4721116576536752,0.4334055390394249,-0.29993521114167637,-0.40165833506233956,-0.5132323528196643,-0.37394284772365277,0.023235535830563356,0.014973503428374155,-0.0007610259071631293,0.01014458781068129,-0.07329824959336331,-0.5453737081489017,0.7385450460209899,0.41096889635417727,-1.0405609622258554,-0.8639875263203294,0.25754795589661833,-0.6122122460620941,-0.9563435029447712,0,0,0
ABIM,2009,11_12,-0.9590342580096547,-0.7767661919283863,-1.8286732399842787,-1.776567710104638,-2.402834620575798,-2.5090790494010458,1.5570436076072136,2.0598680001968233,1.8224647929862572,1.9896182516964553,1.330196316005722,-2.1752152744319893,-0.008734676965056313,-0.0862657091940489,-1.469191075389914,0.6951291407250497,1.2864307649318338,0.24186770583170117,-0.0768954529769048,0,0,0
