Country,Date_start_window,District,EVI_med,EVI_min,NDVI_med,NDVI_min,SPEI_10month_med,SPEI_10month_min,SPEI_11month_med,SPEI_11month_min,SPEI_12month_med,SPEI_12month_min,SPEI_1month_med,SPEI_1month_min,SPEI_2month_med,SPEI_2month_min,SPEI_3month_med,SPEI_3month_min,SPEI_4month_med,SPEI_4month_min,SPEI_5month_med,SPEI_5month_min,SPEI_6month_med,SPEI_6month_min,SPEI_7month_med,SPEI_7month_min,SPEI_8month_med,SPEI_8month_min,SPEI_9month_med,SPEI_9month_min,SoilMoisture00_10cm_med,SoilMoisture00_10cm_min,SoilMoisture100_200cm_med,SoilMoisture100_200cm_min,SoilMoisture10_40cm_med,SoilMoisture10_40cm_min,SoilMoisture40_100cm_med,SoilMoisture40_100cm_min,SoilTemperature00_10cm_max,SoilTemperature00_10cm_med,SoilTemperature100_200cm_max,SoilTemperature100_200cm_med,SoilTemperature10_40cm_max,SoilTemperature10_40cm_med,SoilTemperature40_100cm_max,SoilTemperature40_100cm_med,air_temperature_max,air_temperature_med,drought_count,evapotranspiration_max,evapotranspiration_med,precipitation_per_hour_v1_med,precipitation_per_hour_v1_min,precipitation_per_hour_v2_med,precipitation_per_hour_v2_min,rainfall_med,rainfall_min,surface_temperature_daytime_max,surface_temperature_daytime_med,surface_temperature_nighttime_max,surface_temperature_nighttime_med,wind_speed_max,wind_speed_med,wind_speed_min,drought_reported
Uganda,2001-01-01,ABIM,0.151954392925059,0.144295178888284,0.350699587577851,0.287757828032547,0.8684790529075891,0.6977533128198651,0.7643233123239209,0.625928864051574,0.829989291685073,0.804191855876338,-0.3952980424930061,-0.7245091284405641,-0.453528639652164,-1.4491246107893705,-0.4996342855922151,-1.38847423150601,0.20276878114516,-1.6366451317298,0.23984540456942105,0.16037607213419594,0.17988927592615805,0.0541529910685786,0.775432743091219,0.0891953341244426,0.8633612123106881,0.692079257624702,0.8976534895596209,0.6731408693487181,0.177287406553458,0.16103208035411198,0.369291634836998,0.365190766182432,0.348770143149795,0.34264306621137003,0.353036001287511,0.346947855606586,301.447408071848,299.981622531226,298.259601491789,297.32608412054003,300.521750401805,299.18714614698104,299.558714945584,298.388771458735,299.181811350589,297.932567177523,1.0,1.2114071874032699e-05,6.67433129765919e-06,0.0106852637826372,0.009112866513314659,1.68859539955757,0.278180768172098,2.81876084934598e-06,6.211514938503899e-07,315.908958915048,310.85917911987406,294.473858421388,293.0972838434,8.13204501082255,7.84806513660886,5.94830752017133,True
Uganda,2001-02-01,ABIM,0.44708905497783796,0.39121719681599393,0.714736379182366,0.6530116921750079,0.644225629515525,0.6370670376491291,0.6788910366076442,0.619063356108874,0.836764718436688,0.666095836099772,-0.413217919220711,-1.24420332392973,0.0274395503342591,-0.184829997366875,0.188596610470203,-0.431381454502592,0.558357335070644,0.185358869254494,0.501633736873624,0.273275277882367,0.6071398018011321,0.488157691040793,0.5166538695748449,0.487807991099097,0.665684055687808,0.49156568566888,0.620143370144606,0.511855672750646,0.36503722842648,0.34168509125163504,0.36989011586189,0.3696809809099311,0.363862135336242,0.353077886864966,0.34881784181595,0.347335502280759,297.167403765012,294.922128407155,295.93964294279596,295.35287417738203,296.130570688855,295.342730399165,295.622231541195,295.542151534662,297.576622346184,295.39580585138305,1.0,5.4989464804858995e-05,4.74943222874479e-05,0.190805142736846,0.116658402488434,71.4347347404929,24.7349032761685,5.35267470558109e-05,3.662811348151121e-05,301.60727283219,299.886038402598,290.932188310586,290.879692336782,3.98336974461204,2.8043681996210097,2.23383109198532,True
Uganda,2001-03-01,ABIM,0.17643354362103,0.13264398495655902,0.359014512183915,0.31069995878606305,-0.971652480440098,-0.987737335477785,-0.98752762800694,-1.2156911149305,-0.96551447486848,-1.10275609015946,0.310572403501493,-1.26837634007438,0.5536013379695389,0.119278271098459,0.257818324642359,-0.0385374154000965,0.289933666643808,-0.3955590733276649,-0.132671860605923,-0.5677603782335671,-0.34133897641250605,-0.35975306221889103,0.159672982160939,-0.565168210850709,0.273525523658763,-0.151944502909052,-0.00541986489981011,-1.1016493844167,0.173421942491729,0.16810250820434694,0.35300463687649103,0.350795078677672,0.309207320523272,0.303426031721309,0.308764810695141,0.303878543306589,301.203876660223,300.13784284061296,298.3887249727,297.87174701524503,300.347922772527,299.59681742108796,299.433667538176,298.960499023993,299.00233311617,298.102698646887,1.0,7.735386421882133e-06,7.73088764607141e-06,0.00266435475070561,0.00119419055835473,1.19714211071275,0.3607727853633379,2.72270713076001e-06,7.605761542717279e-07,313.967265869916,312.745566753874,294.62398531427795,293.123650622,8.20361643530043,8.19332308486105,7.65420582209096,True
Uganda,2001-04-01,ABIM,0.387094703620182,0.35446232466403205,0.644735652813223,0.618230780025026,-0.843130631350712,-1.44852101211507,-0.983246228512225,-1.5418483173208002,-0.3209640004435769,-1.75011646873236,-1.43005921616025,-1.5708708578416597,-1.09775179055596,-1.73150115786299,-0.8617982781560509,-1.56921488611685,-1.00840612779368,-1.6711859671747198,-1.1017431465520802,-1.7095774604416298,-0.953254137886732,-1.68597050885524,-0.8736526528531809,-1.60584425247652,-0.663644700323233,-1.54436856081081,-0.745202652255082,-1.40508418066539,0.29807317915487297,0.292914533442649,0.348346101972328,0.34334034449034995,0.293339829635801,0.28998783072994105,0.282231591428262,0.259239694018212,298.072526680049,296.76936669243304,297.88689721322896,297.106577925343,297.601968047045,297.406479249129,297.723967038154,297.373859400162,298.37357590958,297.008108034732,1.0,4.67017756550967e-05,4.41191431911506e-05,0.104591967455452,0.08082561354387599,12.5701466559536,9.54700801794486,3.15791905381708e-05,2.19551409456745e-05,303.861241077302,303.43994656744,293.057193022626,292.070838209902,4.047463364305751,3.17649983567109,2.1277645725408303,True
Uganda,2001-05-01,ABIM,0.3032407047371289,0.196639121711899,0.54948763115293,0.387888765702652,-0.527646168601978,-0.7788375503766121,-0.612981804986042,-0.867490331603442,-0.743364980866394,-1.03311239266702,-0.6098133814129111,-1.02732334218627,0.14098143977741298,-1.29668904596077,0.0210004456789652,-0.19392770012843505,-0.14384607790209802,-0.19844225684335895,0.146992750356476,-0.377504763093788,-0.126793926828636,-0.398793867459435,-0.499420519779669,-0.532394694270386,-0.471275665152008,-0.627424446322836,-0.5677958469435029,-0.720887868708553,0.267275230307535,0.247054886831268,0.3441458339286049,0.342869108199519,0.3207677276032461,0.31165895237222496,0.30037365163074703,0.299745191718532,299.905107726126,299.561955514259,299.360950756897,298.772120332445,300.037069643446,299.42723748302,299.998091753619,299.211296385011,298.891932605508,298.689182600845,1.0,5.33646065494804e-05,3.56691256155721e-05,0.0986861414613423,0.0445944911108191,76.0589432219659,58.06251005165149,4.70681697026946e-05,3.0531248359413394e-05,313.234518295584,309.240156268386,294.513347838452,294.384410532776,6.207125182130129,6.143259657647281,3.2076024136692705,True
Uganda,2001-06-01,ABIM,0.428468883689037,0.384743300720361,0.708917817782083,0.6381109046565401,0.379529243352076,0.0306599141221252,0.305222006980258,0.0549706311145914,0.32928642131478103,-0.0748385064478341,0.5458411159619829,0.006754089956915721,0.751983325259393,0.594192258949699,0.682684161527277,0.279650257392609,0.554668918301116,-0.231271654928538,0.370342282338444,0.0995041718256854,0.330701297983935,0.184958634329436,0.584919128186064,0.233275721464117,0.5101125035466579,0.329081729917896,0.54028367868513,0.0722614340550778,0.371011083964765,0.36907428764121103,0.379736970804329,0.36177921400831103,0.378128175274099,0.36539077858129504,0.371338899401326,0.337898398605036,295.491739976654,295.280154701195,296.039190690009,295.399534772717,295.618191215696,295.177327791553,295.82282404798804,295.232060227644,296.433547982155,295.837714749585,1.0,5.13551042504569e-05,5.01775898382371e-05,0.208951156945836,0.15571922228792998,97.1097379691529,86.1239744542362,6.92198549162724e-05,4.51828246845961e-05,301.17412538271805,300.05971691546,291.04132255503,290.90562013058997,3.33829570432992,2.59075418995508,2.36007568105722,True
Uganda,2001-07-01,ABIM,0.142950733367737,0.13316259739708902,0.301020844426222,0.28524696458994603,1.04279959389725,0.4264321925410061,0.726823299605068,0.425928744327486,0.932231442389672,0.078304143071416,-0.5674921145422801,-1.62211965980201,-1.5429372710255802,-1.95223950500374,-1.46075067835597,-1.8783366003454,0.6457945384069971,-2.0076910107106,0.609097688321348,0.596836222583923,0.547263798602368,-0.152105499780714,1.05755246465776,-0.153154948532715,1.1075455470343798,0.434464038370762,1.05795728023678,0.525862903956626,0.166306095584974,0.155323913476974,0.36610303395261695,0.362560938598428,0.344189683008402,0.335409026005239,0.34800837675924395,0.33974091717721605,301.56723003713404,300.817802115269,298.733000878266,297.947813675027,300.682810224487,299.976533720835,299.879392628834,299.10539236305,299.582161485976,298.69849360521,1.0,1.12262884300211e-05,5.932565111911351e-06,0.00312013923342929,0.00153114887506786,3.24554311308828,0.0313326587303647,2.77432062647322e-06,7.41344987920902e-08,316.030624903844,315.59576679886004,295.102809363214,293.451537963478,8.2957335578088,7.20090727339188,6.8934166551104115,True
Uganda,2001-08-01,ABIM,0.37039640979237504,0.3640158194362961,0.6671489724792701,0.6598876473415961,-0.419975898288266,-0.431689729968262,-0.32996173518211497,-0.444513267893351,-0.304854366017379,-0.337987126183359,-0.0872855811649923,-0.10703730843289802,-0.279955801555999,-1.37060389690054,-0.479503009743095,-1.0982576163409798,-0.6206270919898771,-0.9825620874230307,-0.504131131543962,-0.5048931613208171,-0.6248186269225621,-0.803103816284184,-0.7825157009452759,-0.8464399771474391,-0.7203357166881559,-0.8826537147668471,-0.5490830582167511,-0.7601222982224409,0.34967751240954,0.346485085177985,0.381993636548896,0.377973397623512,0.34724579583715603,0.34701623115169705,0.34242741279960603,0.334770898867591,295.43951444864103,294.84194749200003,296.14875479121,295.62431220329603,295.9286932532831,295.357948866719,296.11727909061796,295.549424519124,295.869896707669,295.126222250309,1.0,5.0157748124153604e-05,4.74216989782284e-05,0.176458101766121,0.15674667273552895,100.565471357343,97.69114875981131,6.0641639932444604e-05,4.89235921059951e-05,301.023312199432,300.649526573546,290.387811891504,290.25254352351806,3.0221680113676,2.83228886125062,2.41358101972268,True
Uganda,2001-09-01,ABIM,0.15020415242794596,0.13400612306213197,0.303016228889345,0.292766567932305,-1.6304632755955,-1.74918255723943,-1.14001111720962,-1.9519187718290705,-0.944098887960495,-1.11412654311524,0.7012774059994219,-0.919091700875094,0.4454262179545879,-0.0489469083287845,0.529383837913326,-0.518198713958563,0.206317765449046,-0.00487164869219402,-0.327228966453296,-0.336926651582603,0.0745876849358423,-1.3778278109088102,-0.820556100648167,-1.3830810532474598,-1.23492391710573,-1.54625744917166,-1.44410377797409,-1.8091284475069,0.214972224886042,0.17214476375838805,0.348641744579647,0.347085029232649,0.29505210031215506,0.291204663028974,0.286743781209212,0.282226022428688,300.93737764992,300.649197535886,298.98741221033197,298.725116182578,300.50563332405,300.14236219628,299.88891315162397,299.779827636731,299.374174910546,299.12131868261,1.0,2.8274082443417304e-05,1.65769672732978e-05,0.0604266035094834,0.0182809242107539,25.5322475147148,1.2172124040111398,2.3202082052739802e-05,3.23143537502964e-06,315.743493910228,313.40229119662,295.22216615870605,293.94084728563803,8.33361657105014,7.2049611370333215,5.58520749255921,True
Uganda,2001-10-01,ABIM,0.17664845818870806,0.15978588737213506,0.327209841365221,0.32456170164785103,-0.33039315833231103,-1.72657638251236,0.994405690865358,-0.459368134731775,1.30404231525258,0.878427639126246,-0.382111121290136,-0.42295854786225495,-0.0123568827566589,-0.266322290124502,-0.462039319496323,-0.9191119564467792,-0.770516155068222,-1.06752581257747,-1.27009983168943,-2.07773072764619,-1.86457098783474,-2.03277338589809,-2.10941905072719,-2.14179877096326,-1.92517776298983,-1.92875348825904,-1.6186846806609398,-1.88808661008234,0.18414854491052,0.166490112654236,0.357155241420213,0.354078188530778,0.321541278715203,0.314355677016105,0.324727952782623,0.317802533719334,302.02026328933,301.904014745333,299.578430389103,299.00572904785304,301.28853776213504,301.273840257904,300.62379336076,300.387694872525,300.25396254644,299.93584062640304,1.0,1.5882464587142803e-05,8.60027595592227e-06,0.0132123534100541,0.00610109731234934,4.26018689443022,0.8113802546566891,8.398355955114191e-06,1.1333024607163301e-07,316.520072128594,314.538831226132,295.749358327258,294.76499231419604,8.09451394164209,7.814019495348541,6.94147680491144,True
